"SP";"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
"PARMAJ";1995;"AD";"Court";18,7566021126761;18,8160211267606;18,8820422535211;18,9480633802817;19,0074823943662;"Terrestre"
"PHYCOL";1995;"AD";"Court";6,4828629032258;6,85512295081968;7,18315184513007;7,93277310924367;8,37097178683386;"Terrestre"
"PRUMOD";1995;"AD";"Court";16,1151079136691;16,1151079136691;18,4830858717281;21,2064796905222;22,1661025145068;"Terrestre"
"SYLATR";1995;"AD";"Court";14,9677746478873;16,6599999999999;17,1164383561644;17,8783783783783;23,0264560334983;"Terrestre"
"TROTRO";1995;"AD";"Court";7,86808300395257;8,52173913043478;9;11;11;"Terrestre"
"TURMER";1995;"AD";"Court";85,4075000000001;89,8217741935484;90,9734693877551;91,9070913461541;94,1998076923076;"Terrestre"
"AEGCAU";1996;"AD";"Court";9,08014777980109;9,13205631040762;9,18973245552598;9,24740860064435;9,29931713125088;"Terrestre"
"ERIRUB";1996;"AD";"Court";13,8833333333333;15,7837837837837;16,5466666666667;17,2894736842105;19,5059627329193;"Terrestre"
"FRICOE";1996;"AD";"Court";20,190733804966;21,2754791804362;23,65;24,1219512195122;24,3750828063836;"Terrestre"
"PARCAE";1996;"AD";"Court";10,047619047619;10,4160830999066;10,6716417910448;10,9072494669509;11,1675223214286;"Terrestre"
"PARMAJ";1996;"AD";"Court";16,0382911392405;17,4067475009256;18,0128091086995;18,7810430463576;21,3181506849315;"Terrestre"
"PHYCOL";1996;"AD";"Court";6,37314935064935;6,77049180327866;7,61290322580644;7,76507887411072;8,52956896551726;"Terrestre"
"PRUMOD";1996;"AD";"Court";18,1071594968162;19,1137998691956;20,1515151515151;20,2898550724638;24,134328358209;"Terrestre"
"PYRULA";1996;"AD";"Court";22,0129411764706;22,8705882352942;23,8235294117648;24,5680147058824;25,2380514705882;"Terrestre"
"SYLATR";1996;"AD";"Court";15,0163907284768;16,0855172413793;16,9277235921973;18,0025337837837;19,91469949836;"Terrestre"
"TROTRO";1996;"AD";"Court";8,64705882352943;9;10;10,5686274509804;11,7137254901961;"Terrestre"
"TURMER";1996;"AD";"Court";72,0343272900762;85,2470897659364;89,59453125;93,414453125;99,0011088709677;"Terrestre"
"TURPHI";1996;"AD";"Court";65,6;66;66;67;69,3307692307692;"Terrestre"
"AEGCAU";1997;"AD";"Court";11;11;11;11;11;"Terrestre"
"ERIRUB";1997;"AD";"Court";16;16;16;16;16;"Terrestre"
"FRICOE";1997;"AD";"Court";20,3651435705369;21,0222222222222;22,0243902439024;22,1935483870968;22,9852084972463;"Terrestre"
"PHYCOL";1997;"AD";"Court";7,56272727272728;8,04545454545455;8,58181818181819;9,85694682675815;11,0045626072041;"Terrestre"
"PRUMOD";1997;"AD";"Court";17,5554577464789;18,9189189189189;19,0971406188797;19,8245745745745;20,5740740740741;"Terrestre"
"SYLATR";1997;"AD";"Court";15,7010469798657;16,7718120805369;17,3541666666667;19,5999999999999;22,028582781457;"Terrestre"
"TROTRO";1997;"AD";"Court";9,09278350515464;9,09278350515464;9,09278350515464;9,09278350515464;9,09278350515464;"Terrestre"
"TURMER";1997;"AD";"Court";76,5380228136883;83,0280539772727;87,3125000000001;93,9097233201581;101,758204820839;"Terrestre"
"TURPHI";1997;"AD";"Court";62,8688524590161;62,8688524590161;63,0689655172414;64,0344827586207;69,7655737704916;"Terrestre"
"ERIRUB";1998;"AD";"Court";15,8166666666666;16,1126126126126;16,4539682539683;17,0142857142857;17,9014285714286;"Terrestre"
"FRICOE";1998;"AD";"Court";20,5072058823529;21,2470588235294;22,0243902439024;22,0243902439024;25,1357723577236;"Terrestre"
"PARCAE";1998;"AD";"Court";11,171875;11,171875;11,171875;11,171875;11,171875;"Terrestre"
"PARMAJ";1998;"AD";"Court";16,2162162162162;16,2162162162162;16,3873288873289;16,5584415584415;16,5584415584415;"Terrestre"
"PHYCOL";1998;"AD";"Court";6,71544715447156;6,74296947887511;6,88333333333335;7,64814814814814;8,04298850574714;"Terrestre"
"PRUMOD";1998;"AD";"Court";15,8666666666667;16,9890873015873;18,2608695652174;19,7887323943663;22,0092710997442;"Terrestre"
"PYRULA";1998;"AD";"Court";21,0838235294118;21,9176470588236;22,3941176470589;23,4981348637015;26,8837271341463;"Terrestre"
"SYLATR";1998;"AD";"Court";14,8860759493671;15,8918918918918;16,2272727272727;17,1164383561644;19,1262276360868;"Terrestre"
"TROTRO";1998;"AD";"Court";9,6528799019608;10,0582107843137;10,2083333333333;10,40625;10,940625;"Terrestre"
"TURMER";1998;"AD";"Court";78,8939393939392;84,9018518518521;89,8897567903426;96,9465648854958;105,041603053435;"Terrestre"
"TURPHI";1998;"AD";"Court";56,0983606557375;58,0408469945355;59,9833333333335;68,4756097560976;75,3335524920467;"Terrestre"
"AEGCAU";1999;"AD";"Court";8,16568181818183;8,38989028213167;8,60989583333334;8,71428571428571;8,90021551724138;"Terrestre"
"ERIRUB";1999;"AD";"Court";14,9296489104116;15,8372881355932;16;16,4507042253521;18,3639322421012;"Terrestre"
"FRICOE";1999;"AD";"Court";20,1815060240963;20,7228915662651;21,4999999999999;22,3415404040404;24,6993763858093;"Terrestre"
"PARCAE";1999;"AD";"Court";10,0483870967742;10,4838709677419;10,5147058823529;12;12;"Terrestre"
"PARMAJ";1999;"AD";"Court";17,7979166666667;18,6041666666667;19,5;19,75;19,975;"Terrestre"
"PHYCOL";1999;"AD";"Court";6,26548672566372;6,88333333333335;7,64485245901636;7,90000000000002;8,87922169811322;"Terrestre"
"PRUMOD";1999;"AD";"Court";17;17,0067567567567;17,5;17,9932432432432;19,8758992805755;"Terrestre"
"PYRULA";1999;"AD";"Court";19,6954079173838;21,2914285714285;22,275;22,5;25,3646341463414;"Terrestre"
"SYLATR";1999;"AD";"Court";15,4152727272727;16,6599999999999;17,6399999999999;18,9;21,4085304054054;"Terrestre"
"TROTRO";1999;"AD";"Court";9,39340425531914;9,48723404255318;9,59148936170211;9,69574468085104;9,78957446808507;"Terrestre"
"TURMER";1999;"AD";"Court";79,0873425387599;84,3359375000001;87,3125000000001;92,099236641221;103,899588477366;"Terrestre"
"TURPHI";1999;"AD";"Court";61,6168477146954;62,8575527772085;70,4530571333111;78,3972602739726;80,5794520547945;"Terrestre"
"AEGCAU";2000;"AD";"Court";7,52324380165289;8,1;8,36290322580646;9,34519286966687;10;"Terrestre"
"CETCET";2000;"AD";"Court";11,6298548094374;12,8421052631579;14;14,758064516129;15,6669738863287;"Terrestre"
"ERIRUB";2000;"AD";"Court";14,63;16,2222222222222;16,8057553956835;17,7946680080483;21,437323943662;"Terrestre"
"FRICOE";2000;"AD";"Court";21,3683843471523;21,9894308943089;22,343031968032;22,6826765188835;26,3688091822095;"Terrestre"
"PARCAE";2000;"AD";"Court";10,0704793840039;10,8333333333333;10,9963235294117;11,298828125;12,2390873015873;"Terrestre"
"PARMAJ";2000;"AD";"Court";15,925;17;17,3913043478261;18,256237006237;20,2601867572157;"Terrestre"
"PASDOM";2000;"AD";"Court";28,6850649350649;28,6850649350649;28,6850649350649;28,6850649350649;28,6850649350649;"Terrestre"
"PHYCOL";2000;"AD";"Court";6,55555555555556;7,09646962233169;7,73770491803276;8,28070175438597;9,83333333333333;"Terrestre"
"PRUMOD";2000;"AD";"Court";17,6217391304348;18,5704787234042;19,3599033816425;19,9626865671642;21,473814229249;"Terrestre"
"PYRULA";2000;"AD";"Court";19,0852134146341;19,6875;21,1071428571428;22,4030873493976;24,8724683544304;"Terrestre"
"SYLATR";2000;"AD";"Court";15,2047322540473;16,4407894736842;17,3541666666667;18,375;21;"Terrestre"
"TROTRO";2000;"AD";"Court";8,5625;9,45864790665751;10;10,8975365619755;12,0620967741935;"Terrestre"
"TURMER";2000;"AD";"Court";75,1485042134833;83,3473050193049;87,3551907442153;91,3113162878788;99,0929687500001;"Terrestre"
"TURPHI";2000;"AD";"Court";60,2695652173913;64,0161943319835;66,695652173913;71,8260869565217;80,7435344827586;"Terrestre"
"AEGCAU";2001;"AD";"Court";7,22709770114943;7,80849974398362;8;8,18416666666667;8,61785714285714;"Terrestre"
"CETCET";2001;"AD";"Court";12,4422100605496;14,1490015360983;15,1516129032258;16,0387596899225;16,6397177419355;"Terrestre"
"ERIRUB";2001;"AD";"Court";14,7972972972972;16,2222222222222;17;17,9892324964278;22,6039285714286;"Terrestre"
"FRICOE";2001;"AD";"Court";19,3311727335165;20,3696928071928;21,2464974337634;22,0182926829268;23,7395833333333;"Terrestre"
"PARCAE";2001;"AD";"Court";10,1240647007042;10,5712365591398;11,2605406746032;11,6417910447761;15,0714202425373;"Terrestre"
"PARMAJ";2001;"AD";"Court";15,4463258260726;16,5584415584415;17,3076923076923;18,2536382536383;20,7155797101449;"Terrestre"
"PASDOM";2001;"AD";"Court";25,7575266768293;26,7144280356306;27,2857857551254;27,8556397306397;30,5952229299363;"Terrestre"
"PHYCOL";2001;"AD";"Court";6,47215452981653;7,34439834024893;7,76315789473684;8,42857142857144;9,8811946902655;"Terrestre"
"PRUMOD";2001;"AD";"Court";16,7605633802818;18,4722222222222;19,2253521126761;20,1320187165775;23,6687254351488;"Terrestre"
"PYRULA";2001;"AD";"Court";18,5901136363636;20,1871118012422;20,7321428571428;22,2490384615385;25,5162198795181;"Terrestre"
"SYLATR";2001;"AD";"Court";14,8986486486486;16,4407894736842;17,1164383561644;18,375;21,5599999999999;"Terrestre"
"TROTRO";2001;"AD";"Court";8,08510546706844;9,38297872340425;10,0441176470588;10,7480434782608;12,6670212765957;"Terrestre"
"TURMER";2001;"AD";"Court";75,3274809160303;82,742424242424;86,5909090909089;91,8307692307696;104,087641189759;"Terrestre"
"TURPHI";2001;"AD";"Court";58,0166666666668;63,9166666666668;67,8500000000002;72;84,2857142857143;"Terrestre"
"AEGCAU";2002;"AD";"Court";7,17396186440678;7,88894230769233;8,25067258541836;8,73274818401937;9,60371900826446;"Terrestre"
"CETCET";2002;"AD";"Court";11,0909090909091;12,5358630952381;14,1743105950653;15,0309917355372;17,2025837320574;"Terrestre"
"ERIRUB";2002;"AD";"Court";14,8690046598322;16;16,6577181208054;17,5;22,3678169014085;"Terrestre"
"FRICOE";2002;"AD";"Court";18,9810540069686;20,4932539682539;21,2527428949108;22,5487804878049;24,0418719211823;"Terrestre"
"PARCAE";2002;"AD";"Court";9,02177419354839;10,0039682539683;10,3623188405797;11;11,7704782735491;"Terrestre"
"PARMAJ";2002;"AD";"Court";15,009220231823;16,881602112676;17,4828767123288;18,2627338877339;20,4666940789474;"Terrestre"
"PASDOM";2002;"AD";"Court";20,7918868320153;26,2330411585366;27,7798344947736;28,4411919831223;30,5333735842771;"Terrestre"
"PHYCOL";2002;"AD";"Court";6,48404040404041;7,16822429906542;7,61290322580644;8;9,56756756756757;"Terrestre"
"PRUMOD";2002;"AD";"Court";16,7863013698631;18,5;19,3722083015579;20,4166666666666;23,7647063078704;"Terrestre"
"PYRULA";2002;"AD";"Court";18,225;19,9464823580034;20,6965607833771;21,3297863924051;24,6324268196202;"Terrestre"
"SYLATR";2002;"AD";"Court";15,0603476821192;16,3333333333333;17,1164383561644;18,3554521276596;21,2763157894736;"Terrestre"
"TROTRO";2002;"AD";"Court";8,01788563829786;9,29065789473683;10;10,3868006993007;11,468085106383;"Terrestre"
"TURMER";2002;"AD";"Court";77,176488888889;83,6701644923428;86,6590992986343;90,8403614457832;104,32537515763;"Terrestre"
"TURPHI";2002;"AD";"Court";58,6858590680423;64,5035573122529;69,4677419354838;72,5357624831309;81,1691239316241;"Terrestre"
"AEGCAU";2003;"AD";"Court";6,62161016949153;7,75537094855784;8,00635593220339;8,24580054479419;9,51449459093983;"Terrestre"
"CETCET";2003;"AD";"Court";11,2442396313364;13,4219916044776;13,8432371250707;14,4415322580645;15,6357398873528;"Terrestre"
"ERIRUB";2003;"AD";"Court";14,5375657894737;15,7152777777778;16,4507042253521;17,3817041522491;21,5319142512077;"Terrestre"
"FRICOE";2003;"AD";"Court";18,4183411427119;20,1968243343745;21,2440113394756;22,1286549707602;24,4975609756098;"Terrestre"
"PARCAE";2003;"AD";"Court";9,43851158362428;10,2811594202899;10,7518796992482;11,171875;12,1971726190476;"Terrestre"
"PARMAJ";2003;"AD";"Court";15,3123104912068;16,9014084507042;17,3469387755102;18,2432432432432;20,8333333333333;"Terrestre"
"PASDOM";2003;"AD";"Court";25,4375;26,8227987421384;28,2185132575758;28,4292478354978;29,45484375;"Terrestre"
"PHYCOL";2003;"AD";"Court";6,29429112554113;7,22241379310345;7,55199999999996;7,97402812241521;9,9570093457944;"Terrestre"
"PRUMOD";2003;"AD";"Court";16,815671641791;18,3713227162132;19,1143911439114;20,1813913785745;22,0144927536232;"Terrestre"
"PYRULA";2003;"AD";"Court";19,0423694620253;20,7439024390243;21,716568716094;22,7089285714285;26,5262422360249;"Terrestre"
"SYLATR";2003;"AD";"Court";14,8986486486486;16,3885135135134;17,3817567567567;18,375;21,2231462624393;"Terrestre"
"TROTRO";2003;"AD";"Court";7,96361702127659;9,30999999999996;9,79999999999998;10,29;11,3779248480598;"Terrestre"
"TURMER";2003;"AD";"Court";76,0043795620437;83,3205020920502;87,0564516129032;90,7142857142857;102,765461624027;"Terrestre"
"TURPHI";2003;"AD";"Court";59,0365486725664;64,4335793752675;67,3789711934158;70,750442086649;85,4826630434782;"Terrestre"
"AEGCAU";2004;"AD";"Court";7,3018433626033;7,87096774193549;8,13333333333333;8,38834816462737;9,18542929292929;"Terrestre"
"CETCET";2004;"AD";"Court";11,7383783783784;13,2358490566038;14,7878787878788;15,25;15,8089977851606;"Terrestre"
"ERIRUB";2004;"AD";"Court";14,6501109267237;15,7837837837837;16,35567000567;17,3336334745763;20,702864381866;"Terrestre"
"FRICOE";2004;"AD";"Court";19,7036422051404;20,7667677150436;21,7596391677579;23,2414027149321;25,4730002191541;"Terrestre"
"PARCAE";2004;"AD";"Court";9,72089552238805;10,3623188405797;10,6716417910448;11,4705882352941;13,0629032258065;"Terrestre"
"PARMAJ";2004;"AD";"Court";15,0292207792207;16,9628695025235;17,6785714285714;18,4965753424658;20;"Terrestre"
"PASDOM";2004;"AD";"Court";22,32905478955;25,4998750832778;26,7060810810811;27,8602564102564;31,0301948051948;"Terrestre"
"PHYCOL";2004;"AD";"Court";6,55555555555555;7,24561403508772;7,56410256410256;8,05691530691531;9,72983319432861;"Terrestre"
"PRUMOD";2004;"AD";"Court";16,7098880597015;18,2447183098592;19;20;22,4792197011621;"Terrestre"
"PYRULA";2004;"AD";"Court";19,2097179878049;19,9268514094601;20,8062687125749;22,0443037974683;24,9841733344055;"Terrestre"
"SYLATR";2004;"AD";"Court";14,6999999999999;16,1095890410959;17,0622320881813;18,1232876712329;21,4528125;"Terrestre"
"TROTRO";2004;"AD";"Court";8,32367021276597;9,38297872340425;9,89898989898993;10,5;12,25;"Terrestre"
"TURMER";2004;"AD";"Court";77,8169690139507;83,6645902547066;87,0361623616235;90,9962686567164;101,24423846053;"Terrestre"
"TURPHI";2004;"AD";"Court";60,1093487394959;64;66,8497854077253;70,8502015226153;79,9006452080614;"Terrestre"
"AEGCAU";2005;"AD";"Court";7,05785123966942;7,74603174603176;7,87096774193549;8,33666666666667;9,5;"Terrestre"
"CETCET";2005;"AD";"Court";12,6756880733945;13,6978587319244;14,4225085234723;14,8897637795275;15,9851190476191;"Terrestre"
"ERIRUB";2005;"AD";"Court";15,0498333333334;16;16,8461538461539;17,8697374054517;22,4401253109307;"Terrestre"
"FRICOE";2005;"AD";"Court";18,5971830608416;20,454054054054;21,5;22,6871165644172;24,6360902255639;"Terrestre"
"PARCAE";2005;"AD";"Court";9,74999999999997;10,4;10,6716417910448;11,412213740458;12,6119402985075;"Terrestre"
"PARMAJ";2005;"AD";"Court";15,6102594339623;16,8318288854003;17,5324675324675;18,6607142857143;21,2584459459459;"Terrestre"
"PASDOM";2005;"AD";"Court";23,906737012987;25,5833333333334;26,8366641528406;27,8801282051282;29,753426590341;"Terrestre"
"PHYCOL";2005;"AD";"Court";6,62538288288288;7,19512195121953;7,43697478991594;7,96348133848135;9,98530303030303;"Terrestre"
"PRUMOD";2005;"AD";"Court";16,464620630861;18;18,8652482269503;19,9305555555555;22,8344789002557;"Terrestre"
"PYRULA";2005;"AD";"Court";18,6975;20,7324163357912;21,3680981595093;22,5388817912856;25,1539917753828;"Terrestre"
"SYLATR";2005;"AD";"Court";15,1899999999999;16,2493421052631;17,1047308059892;18,3273140138408;21,5508124999999;"Terrestre"
"TROTRO";2005;"AD";"Court";8,31123404255319;9,1875;9,60784313725492;10,0441176470588;12,2175650118203;"Terrestre"
"TURMER";2005;"AD";"Court";76,7258367533058;83,3437500000001;87,6201550387599;93;102,8848;"Terrestre"
"TURPHI";2005;"AD";"Court";60,8899053683246;64,9000000000002;68,1664750957855;74,7081196581198;85,1997863247863;"Terrestre"
"AEGCAU";2006;"AD";"Court";6,83199999999997;7,54799999999998;8;8,30747008547006;9,35722530683811;"Terrestre"
"CETCET";2006;"AD";"Court";12,3774762147469;13,6724137931035;14,3857256355932;15;16,3505770905923;"Terrestre"
"ERIRUB";2006;"AD";"Court";13,6542882882883;15,7837837837837;16,3728571428571;17,7285714285714;21,985;"Terrestre"
"FRICOE";2006;"AD";"Court";19,5530555555555;21,027304964539;21,7622341216719;22,73096942095;24,6304945054945;"Terrestre"
"PARCAE";2006;"AD";"Court";10,016544117647;10,5147058823529;10,91796875;11,2600806451613;12,766;"Terrestre"
"PARMAJ";2006;"AD";"Court";16,1452229299363;17,156862745098;17,7272727272727;19;21,1824324324324;"Terrestre"
"PASDOM";2006;"AD";"Court";24,5282401315789;26,8177231718898;27,9;29,4117929767601;32,3017283349561;"Terrestre"
"PHYCOL";2006;"AD";"Court";6,32142857142857;7,24773511647972;7,64814814814814;8,26585418464193;9,83333333333334;"Terrestre"
"PRUMOD";2006;"AD";"Court";17,1847826086956;18,2394366197184;19;19,9420289855072;22,1185157137448;"Terrestre"
"PYRULA";2006;"AD";"Court";19,5120737155622;20,4662080352229;21,5;23,221098265896;27,5545384615385;"Terrestre"
"SYLATR";2006;"AD";"Court";14,8926766164899;16,3885135135134;17,2651006711409;18,1408947065592;20,7042253521127;"Terrestre"
"TROTRO";2006;"AD";"Court";7,69157281553395;9,40302782324058;9,79999999999996;10,1982260726073;11,1976004728132;"Terrestre"
"TURMER";2006;"AD";"Court";73,7203250000001;82,4045801526714;86,6825396825396;90,9260700389103;99,1312500000001;"Terrestre"
"TURPHI";2006;"AD";"Court";54,6832492997198;64,0236715658563;66,5048508803449;70,7590427475336;79,3265350877193;"Terrestre"
"AEGCAU";2007;"AD";"Court";6,632614278377;7,62500000000001;8;8,41379310344828;9,56388888888889;"Terrestre"
"CETCET";2007;"AD";"Court";9,77971317951959;13,6102150537635;14,758064516129;15,7542338709677;16,5106285178236;"Terrestre"
"ERIRUB";2007;"AD";"Court";14,5346973734298;15,7837837837837;16,579683765398;17,4039735099337;21,9875;"Terrestre"
"FRICOE";2007;"AD";"Court";19,11311493174;20,5444444444444;21,3812154696132;22,3559455212153;25,4018518518518;"Terrestre"
"PARCAE";2007;"AD";"Court";9,6484375;10,4657953281424;10,8656716417911;11,171875;13,2925932568149;"Terrestre"
"PARMAJ";2007;"AD";"Court";15,4866997953814;16,9725308937638;17,6351351351351;18,6273671611165;20,3753254916046;"Terrestre"
"PASDOM";2007;"AD";"Court";23,4975120752831;26,6382055444555;27,2742398648649;29,0997596153846;35,6479992504997;"Terrestre"
"PHYCOL";2007;"AD";"Court";6,52277777777778;7,13709677419354;7,61290322580644;8,11162696063924;9,70371212121212;"Terrestre"
"PRUMOD";2007;"AD";"Court";16,7061921458625;18,5;19,5588235294118;20,3890664961637;22,5814814814815;"Terrestre"
"PYRULA";2007;"AD";"Court";18,251878742515;19,983635719348;21,4830166821131;23,2814371257486;27,1593350324375;"Terrestre"
"SYLATR";2007;"AD";"Court";14,9021215271215;16,3333333333333;17,2941176470589;18,3749999999999;21,1438356164383;"Terrestre"
"TROTRO";2007;"AD";"Court";7,72955452127659;9,30999999999996;9,79999999999996;10,5;11,7173913043478;"Terrestre"
"TURMER";2007;"AD";"Court";77,3934267921711;83,6821705426359;87,8863504916138;92,9817073170732;101,940037399598;"Terrestre"
"TURPHI";2007;"AD";"Court";59,0867647058823;65,4187443572469;68,6666666666668;73,611872909699;83,9397826086956;"Terrestre"
